Car Model,Mileage,Sell Price($),Age(yrs)
Audi A5,110987,10000,8
Audi A5,105990,10000,7
Audi A5,53012,22465,3
BMW X5,108461,10000,8
BMW X5,72204,10000,8
Mercedez Benz C class,29349,30784,2
Audi A5,13200,42052,1
BMW X5,113532,10000,8
Mercedez Benz C class,35144,33245,2
BMW X5,27954,33569,2
Mercedez Benz C class,78932,13323,6
Mercedez Benz C class,75857,10000,9
BMW X5,118962,10000,8
Mercedez Benz C class,31644,36759,2
Mercedez Benz C class,58075,16224,5
Mercedez Benz C class,75598,10000,8
Audi A5,24535,30823,3
Audi A5,101323,10000,10
Mercedez Benz C class,116413,10000,7
Audi A5,84597,17204,6
Mercedez Benz C class,40336,22090,5
BMW X5,138950,10000,9
BMW X5,169552,10000,10
BMW X5,96642,10000,7
BMW X5,83805,10000,9
BMW X5,17827,37434,1
Mercedez Benz C class,29990,29937,2
Audi A5,50311,32297,3
Mercedez Benz C class,24556,32486,2
Audi A5,52318,20223,5
Audi A5,121235,10000,9
BMW X5,50944,10000,6
Mercedez Benz C class,44852,19234,3
Audi A5,54771,25926,5
Mercedez Benz C class,57013,13015,6
Mercedez Benz C class,88603,10000,10
Mercedez Benz C class,159783,10000,9
Audi A5,52949,19866,5
Mercedez Benz C class,13092,32612,1
Audi A5,42133,26334,3
BMW X5,17770,37649,2
BMW X5,37979,25819,4
Audi A5,32650,21368,3
Mercedez Benz C class,55699,17923,4
BMW X5,76619,10000,6
BMW X5,105234,10000,8
BMW X5,90600,12733,6
BMW X5,29178,27605,2
Audi A5,97812,17964,7
BMW X5,13556,36488,1
Mercedez Benz C class,110018,10000,7
BMW X5,42367,23509,4
Mercedez Benz C class,124204,10000,7
Audi A5,56837,20964,5
Audi A5,23464,30076,2
Mercedez Benz C class,21991,40704,2
BMW X5,125685,10000,7
Mercedez Benz C class,86586,13202,7
Audi A5,9920,45635,1
Audi A5,76274,21570,5
Mercedez Benz C class,145798,10000,9
Audi A5,32565,25539,2
Mercedez Benz C class,92489,10000,6
BMW X5,76698,12933,6
BMW X5,141087,10000,8
Mercedez Benz C class,40311,15281,4
Audi A5,74120,18953,5
Audi A5,43174,24495,4
Audi A5,60280,10000,7
Audi A5,44753,27366,3
BMW X5,29204,30208,2
BMW X5,14646,34074,1
Audi A5,105546,10000,9
BMW X5,76804,10000,9
BMW X5,131936,10000,9
BMW X5,62508,27888,4
BMW X5,74326,10000,8
Mercedez Benz C class,44420,27172,3
Mercedez Benz C class,34269,36182,2
Mercedez Benz C class,10962,31739,1
Mercedez Benz C class,89007,10000,8
Audi A5,18713,29493,2
BMW X5,117689,10000,10
Mercedez Benz C class,109306,10000,8
Mercedez Benz C class,116074,10000,9
Audi A5,25343,35555,3
Mercedez Benz C class,69393,10000,7
BMW X5,32615,29915,2
Audi A5,38543,29018,4
Audi A5,37856,31893,4
Audi A5,78824,13533,5
BMW X5,8759,43928,1
Audi A5,34734,25041,3
Mercedez Benz C class,106835,10000,8
BMW X5,104981,14477,8
Audi A5,123667,10000,10
BMW X5,23636,33143,2
Mercedez Benz C class,33552,33142,3
Audi A5,22321,25455,2
Mercedez Benz C class,63680,12531,7
BMW X5,39976,28239,3
Mercedez Benz C class,11226,33977,1
Audi A5,49703,12764,4
Mercedez Benz C class,64193,15860,5
Mercedez Benz C class,162311,10000,10
BMW X5,45689,25757,3
BMW X5,106098,11396,7
Audi A5,10884,41716,1
BMW X5,124517,10000,10
BMW X5,52525,20799,3
BMW X5,61888,14054,5
BMW X5,147768,10000,9
BMW X5,24299,34198,2
Mercedez Benz C class,46123,34056,3
Audi A5,91729,10000,9
Mercedez Benz C class,48250,17092,6
BMW X5,40787,25242,3
Audi A5,109537,10000,8
Audi A5,27272,39106,2
Mercedez Benz C class,115263,10000,9
Audi A5,26948,25169,3
BMW X5,143662,10000,10
Audi A5,83407,11696,5
Mercedez Benz C class,161964,10000,10
Mercedez Benz C class,134952,10000,8
Mercedez Benz C class,85255,10000,7
BMW X5,79048,20937,6
BMW X5,48051,28022,4
BMW X5,179863,10000,10
Mercedez Benz C class,29649,29737,3
BMW X5,107862,10000,7
Mercedez Benz C class,63424,13521,7
BMW X5,103946,10000,7
BMW X5,127144,10000,8
BMW X5,14736,40605,1
Audi A5,51085,28989,4
Audi A5,52301,21842,3
Mercedez Benz C class,94860,10000,7
BMW X5,38264,23008,3
Audi A5,73788,10453,8
Mercedez Benz C class,70335,18602,7
BMW X5,28343,35865,2
BMW X5,124138,10000,9
Mercedez Benz C class,30923,23706,3
Mercedez Benz C class,67117,17611,5
Mercedez Benz C class,134529,10000,9
BMW X5,10683,34527,1
Mercedez Benz C class,37982,24454,3
Mercedez Benz C class,36741,25314,4
BMW X5,28555,34354,2
Mercedez Benz C class,76299,10000,7
Audi A5,9566,34779,1
BMW X5,158114,10000,9
Audi A5,40570,23578,5
Audi A5,95376,10000,6
BMW X5,13274,34969,1
Mercedez Benz C class,117056,10000,7
Audi A5,44993,32649,3
Audi A5,37687,32463,4
BMW X5,128258,10000,8
Audi A5,86971,10000,9
Mercedez Benz C class,17505,42650,1
BMW X5,76138,12231,8
Mercedez Benz C class,10636,43716,1
BMW X5,71691,19257,4
BMW X5,55654,25938,4
Mercedez Benz C class,16241,37128,1
BMW X5,115920,10000,7
Audi A5,149141,10000,10
BMW X5,136742,10070,8
Audi A5,99099,10000,9
BMW X5,78429,19083,6
Audi A5,165299,10000,10
Audi A5,31286,21674,3
BMW X5,78990,10000,7
Mercedez Benz C class,13026,40775,1
BMW X5,10757,43938,1
Audi A5,151171,10000,10
Audi A5,8495,39834,1
BMW X5,110387,10000,10
BMW X5,38814,33388,3
Mercedez Benz C class,31325,28456,2
Mercedez Benz C class,135793,10000,8
BMW X5,58956,25474,4
BMW X5,12509,36553,1
Audi A5,108020,10000,10
BMW X5,53079,26998,3
BMW X5,18636,32860,2
Audi A5,8391,44035,1
Audi A5,147161,10000,10
Audi A5,84557,16937,5
Audi A5,90196,10000,6
Mercedez Benz C class,37527,27588,4
BMW X5,98860,10000,8
Mercedez Benz C class,66753,15913,4
Audi A5,78753,11160,7
Audi A5,80068,10000,9
Audi A5,96596,10000,6
BMW X5,66438,14158,8
BMW X5,95074,10000,9
Mercedez Benz C class,179267,10000,10
Audi A5,46410,19533,5
Audi A5,16486,32228,1
Mercedez Benz C class,50072,29003,4
BMW X5,110192,10000,7
Audi A5,51944,26526,5
BMW X5,51731,19051,6
BMW X5,41626,33234,3
BMW X5,92843,18621,6
Audi A5,77521,19406,6
Mercedez Benz C class,29201,27948,2
Mercedez Benz C class,48905,20961,5
BMW X5,44957,22632,4
Audi A5,112778,10000,7
Mercedez Benz C class,12462,36082,1
BMW X5,14353,40925,1
Audi A5,138398,10000,8
Audi A5,32646,35032,3
Audi A5,49592,10000,6
Audi A5,34775,36197,3
Audi A5,102425,13292,7
Audi A5,146773,10000,9
Mercedez Benz C class,27640,28576,3
Audi A5,109933,10000,8
BMW X5,60682,22780,5
Mercedez Benz C class,55938,18558,5
BMW X5,102011,14251,9
Audi A5,65751,15887,5
Audi A5,98451,10000,6
Mercedez Benz C class,94987,10000,6
Audi A5,69137,17232,6
Mercedez Benz C class,31071,26963,2
Mercedez Benz C class,85814,10000,10
BMW X5,41771,29266,3
Mercedez Benz C class,54814,24410,4
BMW X5,34616,30645,3
Mercedez Benz C class,83530,10000,8
BMW X5,78625,16478,6
BMW X5,128397,10000,8
Mercedez Benz C class,74767,10000,9
BMW X5,29106,33188,2
BMW X5,8847,35075,1
Mercedez Benz C class,65259,10000,7
BMW X5,35596,31002,2
Mercedez Benz C class,15024,40067,1
Mercedez Benz C class,104099,10000,8
BMW X5,93503,18080,8
BMW X5,26138,24144,3
Audi A5,114478,10000,9
Mercedez Benz C class,74112,17837,6
Audi A5,46454,26672,5
Audi A5,15331,36078,1
BMW X5,33338,26684,2
Audi A5,93651,10000,10
Audi A5,85870,10000,10
Audi A5,141639,10000,9
Mercedez Benz C class,45231,22319,4
BMW X5,51346,25782,4
Audi A5,61899,15352,4
Audi A5,129990,10000,8
Audi A5,41529,24923,3
Audi A5,34878,29692,3
Mercedez Benz C class,38316,19423,4
Audi A5,93559,10000,6
Mercedez Benz C class,67958,10000,8
Mercedez Benz C class,19268,37694,2
Audi A5,70785,10000,7
Mercedez Benz C class,161453,10000,10
Audi A5,52663,19056,3
Mercedez Benz C class,75520,13569,5
BMW X5,19787,28388,2
Audi A5,33935,23755,2
BMW X5,126612,10000,10
Audi A5,131505,10000,8
Audi A5,88620,10000,7
Mercedez Benz C class,41905,23706,3
Mercedez Benz C class,90861,10174,6
Mercedez Benz C class,55095,17441,5
BMW X5,17616,28451,2
BMW X5,96764,20232,6
Mercedez Benz C class,71895,14933,5
Audi A5,89429,10000,7
BMW X5,67477,21587,4
Audi A5,33304,21221,3
Mercedez Benz C class,86679,18519,8
BMW X5,73720,10000,7
Mercedez Benz C class,25224,25870,3
BMW X5,34917,26663,2
BMW X5,115923,10000,7
Audi A5,37384,32970,3
BMW X5,30302,40445,2
BMW X5,64067,26131,5
BMW X5,44473,28839,3
Mercedez Benz C class,33104,25894,2
Audi A5,29428,24804,3
Mercedez Benz C class,29698,25102,3
BMW X5,67622,19564,4
Mercedez Benz C class,27711,34420,3
Mercedez Benz C class,17655,31747,1
BMW X5,120364,10000,7
Mercedez Benz C class,101495,10000,6
BMW X5,101262,10000,8
Audi A5,84767,10000,8
BMW X5,87944,10159,8
BMW X5,107852,10000,7
BMW X5,48911,24090,3
BMW X5,67668,10000,8
BMW X5,70607,12953,8
BMW X5,84324,10787,7
Audi A5,75060,17096,5
BMW X5,157029,10000,9
Mercedez Benz C class,48929,17094,6
Audi A5,49329,13688,6
BMW X5,52634,20992,4
Mercedez Benz C class,41909,22592,4
BMW X5,122645,10000,10
Audi A5,88479,10000,8
Audi A5,113689,10000,10
Mercedez Benz C class,69106,17213,4
Mercedez Benz C class,134899,10000,9
BMW X5,82235,10000,7
Mercedez Benz C class,13634,30987,1
Mercedez Benz C class,43591,20297,4
BMW X5,54778,10000,5
BMW X5,87090,25483,5
Audi A5,56867,14773,6
BMW X5,42713,33993,3
BMW X5,59263,17513,4
Audi A5,112977,10000,8
Audi A5,55152,18430,4
Audi A5,48301,28825,3
BMW X5,19522,36019,2
Audi A5,122552,10000,7
Audi A5,53954,21992,3
BMW X5,93895,10000,6
Mercedez Benz C class,26080,33301,2
Audi A5,49021,21718,6
Audi A5,42454,10242,5
Mercedez Benz C class,38848,31297,3
Mercedez Benz C class,44862,24648,3
BMW X5,53367,10594,6
BMW X5,23852,37812,2
BMW X5,108937,10000,8
Audi A5,110130,10000,7
Mercedez Benz C class,81317,11938,6
Mercedez Benz C class,61088,26962,4
Audi A5,115364,10000,8
Audi A5,133044,10000,10
BMW X5,10977,31872,1
BMW X5,23332,35024,2
BMW X5,18908,34820,2
BMW X5,12314,44644,1
Audi A5,84875,10000,6
Mercedez Benz C class,141257,10000,9
Mercedez Benz C class,35247,23238,4
Mercedez Benz C class,116510,10000,9
Audi A5,124825,10000,7
Mercedez Benz C class,119592,10000,10
BMW X5,131632,10000,10
Audi A5,21195,29911,2
Audi A5,144529,10000,9
Audi A5,111772,10000,9
BMW X5,54261,26997,4
Mercedez Benz C class,10875,35353,1
Mercedez Benz C class,10397,31487,1
BMW X5,37997,28394,3
Audi A5,15904,45592,1
BMW X5,153418,10000,10
Audi A5,51936,20719,4
Mercedez Benz C class,25964,39254,2
Audi A5,58864,20414,5
BMW X5,121396,10000,7
BMW X5,110607,10876,9
BMW X5,115473,16289,9
Mercedez Benz C class,123979,10000,8
Mercedez Benz C class,34578,36138,2
Audi A5,70352,22258,4
Mercedez Benz C class,66331,20126,4
Mercedez Benz C class,86966,13665,5
Audi A5,32883,25582,2
Audi A5,79423,10000,7
Audi A5,135157,10000,9
Mercedez Benz C class,83751,17938,7
BMW X5,69478,19238,4
Mercedez Benz C class,80475,22967,5
Audi A5,61740,22598,4
Audi A5,100177,10000,10
Mercedez Benz C class,70805,18242,6
Audi A5,121813,10000,10
Audi A5,69365,18402,5
Mercedez Benz C class,15051,43532,1
BMW X5,90222,11800,7
Mercedez Benz C class,53837,29604,3
Mercedez Benz C class,46696,29741,3
Audi A5,69534,17039,4
Audi A5,110787,12940,8
Mercedez Benz C class,22168,24325,2
BMW X5,57321,18878,6
Mercedez Benz C class,149424,10000,9
Audi A5,9567,41959,1
Mercedez Benz C class,134203,10000,10
Mercedez Benz C class,65434,15211,6
BMW X5,29565,36964,2
Audi A5,136156,10000,9
Audi A5,105742,13139,9
Mercedez Benz C class,94886,10000,6
Audi A5,14431,41900,1
Mercedez Benz C class,57604,13293,5
Audi A5,80844,10000,8
Audi A5,82035,10000,7
Mercedez Benz C class,94853,10000,10
Audi A5,59080,10000,6
BMW X5,62151,14399,6
Audi A5,74715,13221,5
Audi A5,24019,28035,2
Mercedez Benz C class,26906,31566,2
Mercedez Benz C class,29421,32623,3
Audi A5,42686,31629,3
Audi A5,41824,27355,3
Mercedez Benz C class,84576,10000,10
Mercedez Benz C class,27687,37702,2
Mercedez Benz C class,121740,10000,7
Audi A5,34754,30913,2
Mercedez Benz C class,35531,35115,3
Mercedez Benz C class,66722,30617,4
Audi A5,140578,10000,8
Mercedez Benz C class,102806,10000,9
BMW X5,124845,10000,8
BMW X5,129424,10000,10
BMW X5,75091,10000,7
Audi A5,167064,10000,10
BMW X5,122902,10000,10
Mercedez Benz C class,32449,25919,3
BMW X5,60762,10000,7
BMW X5,140930,10000,10
Mercedez Benz C class,138687,10000,9
Mercedez Benz C class,11295,37563,1
Audi A5,80327,10000,9
BMW X5,89870,10000,10
Audi A5,75203,24053,5
BMW X5,163269,10000,10
Mercedez Benz C class,69661,15845,5
BMW X5,41992,16733,4
BMW X5,56471,16078,7
Mercedez Benz C class,37066,24011,3
Audi A5,132112,10000,8
Audi A5,19993,34898,2
Audi A5,16018,31630,2
Mercedez Benz C class,137805,10000,10
BMW X5,75767,18207,5
Audi A5,104426,10000,8
Audi A5,134650,10000,8
Mercedez Benz C class,36616,24933,3
BMW X5,140262,10000,10
Audi A5,65139,13213,5
Mercedez Benz C class,97087,10000,7
Audi A5,68762,11353,6
Mercedez Benz C class,132932,10000,8
Audi A5,115227,10000,7
BMW X5,14522,31046,1
BMW X5,33062,35312,2
Mercedez Benz C class,34526,35100,2
Audi A5,41682,26076,3
Mercedez Benz C class,56159,15667,7
BMW X5,35653,27311,3
Mercedez Benz C class,106282,10000,7
BMW X5,63256,19465,4
BMW X5,101862,10000,9
Mercedez Benz C class,103987,10000,8
BMW X5,14968,35966,1
BMW X5,50316,15609,5
Audi A5,114896,10000,8
BMW X5,64561,18388,5
Audi A5,62761,20603,5
Mercedez Benz C class,135473,10000,9
BMW X5,35759,31023,2
BMW X5,62900,16126,5
Audi A5,31448,35206,3
Mercedez Benz C class,103814,10000,9
BMW X5,51761,25562,3
BMW X5,58076,22639,7
BMW X5,85279,10000,6
Mercedez Benz C class,98249,13684,7
Mercedez Benz C class,37516,26111,3
Mercedez Benz C class,66934,15113,6
Audi A5,56374,23412,4
Audi A5,13723,37387,1
BMW X5,35212,29052,3
Audi A5,111468,10000,10
BMW X5,31293,39159,2
BMW X5,55611,14226,6
Mercedez Benz C class,35682,27547,2
Audi A5,27378,32213,2
BMW X5,66741,21634,5
Audi A5,110449,10000,8
Mercedez Benz C class,96621,10000,8
Mercedez Benz C class,83760,15910,7
Audi A5,96501,11364,6
BMW X5,69717,20721,5
Mercedez Benz C class,24663,33282,3
Audi A5,29127,32989,3
Mercedez Benz C class,44438,17665,5
BMW X5,42040,22430,5
Mercedez Benz C class,125302,10000,8
BMW X5,92026,10000,8
Mercedez Benz C class,81820,11275,5
Audi A5,66352,10000,8
BMW X5,125620,10000,9
Mercedez Benz C class,51245,26338,3
BMW X5,10483,30451,1
BMW X5,27561,36717,3
BMW X5,37525,27068,4
Audi A5,14937,36894,1
BMW X5,51855,26842,5
Audi A5,33008,29061,4
Mercedez Benz C class,105497,10000,8
BMW X5,70887,12169,8
BMW X5,118716,10000,7
Audi A5,116965,10000,7
Audi A5,145028,10000,9
BMW X5,99360,12252,6
Audi A5,12597,34136,1
Mercedez Benz C class,14518,36209,1
Mercedez Benz C class,139941,10000,9
Mercedez Benz C class,38441,24694,3
BMW X5,157324,10000,10
Audi A5,136197,10000,10
BMW X5,10868,34808,1
Mercedez Benz C class,23655,28168,2
Audi A5,16958,44000,1
Mercedez Benz C class,8929,36700,1
Audi A5,76988,22507,6
Audi A5,149106,10000,10
BMW X5,61973,14802,5
Audi A5,61613,10000,6
BMW X5,27064,28340,2
BMW X5,17253,30877,1
Audi A5,32008,30418,4
BMW X5,95090,12506,6
BMW X5,17517,35706,1
BMW X5,135259,10000,10
Audi A5,95834,17406,6
Audi A5,127147,10000,8
BMW X5,21031,34227,2
Mercedez Benz C class,55000,12783,6
Audi A5,120881,10000,10
Mercedez Benz C class,26519,30831,2
BMW X5,116517,10000,10
Audi A5,23177,33328,2
BMW X5,68207,20876,8
Audi A5,16286,35950,2
Audi A5,104965,10000,10
BMW X5,99980,11223,6
BMW X5,65690,23963,4
Mercedez Benz C class,122677,10000,10
Mercedez Benz C class,110988,10000,9
Mercedez Benz C class,85109,10000,7
BMW X5,38382,28127,4
BMW X5,13206,32281,1
Audi A5,58329,20325,4
Mercedez Benz C class,75364,16197,6
BMW X5,8178,35091,1
Mercedez Benz C class,30881,38785,2
BMW X5,99454,10000,6
Audi A5,81210,10000,8
Mercedez Benz C class,88968,10000,8
Mercedez Benz C class,63012,10000,5
Mercedez Benz C class,91052,10000,10
BMW X5,161693,10000,9
Mercedez Benz C class,69916,13799,4
BMW X5,33733,32260,2
Mercedez Benz C class,150963,10000,9
Mercedez Benz C class,103936,10000,9
BMW X5,78680,21020,6
Audi A5,54292,22021,4
BMW X5,99075,10000,7
Audi A5,9952,34275,1
Audi A5,63231,18732,4
Mercedez Benz C class,51518,21583,3
Audi A5,73908,12647,8
BMW X5,117862,10000,8
BMW X5,56385,10000,7
BMW X5,12405,37945,1
Mercedez Benz C class,106684,16841,7
BMW X5,17349,33796,2
Mercedez Benz C class,118716,10000,7
BMW X5,104357,10000,9
Audi A5,24384,28275,2
Audi A5,60670,10000,6
BMW X5,134475,10000,8
Mercedez Benz C class,139584,10000,8
BMW X5,148549,10000,9
Audi A5,9061,34437,1
Mercedez Benz C class,68478,16757,5
Audi A5,179746,10000,10
BMW X5,96190,10000,9
BMW X5,45469,31636,3
Mercedez Benz C class,53783,23602,4
Mercedez Benz C class,103202,10000,8
BMW X5,14856,40784,1
Audi A5,10242,44231,1
Mercedez Benz C class,39700,29808,3
Mercedez Benz C class,83667,10000,8
Audi A5,144091,10000,10
Audi A5,31402,26373,2
Audi A5,33053,33058,2
Mercedez Benz C class,71140,10000,7
BMW X5,47729,21696,4
Mercedez Benz C class,120669,10000,7
BMW X5,94931,10000,8
BMW X5,81171,16125,7
Audi A5,20187,37617,2
Audi A5,50956,19897,6
BMW X5,26479,39493,2
BMW X5,55275,15039,6
BMW X5,83011,11048,5
Mercedez Benz C class,100682,10000,7
Mercedez Benz C class,94462,10000,7
BMW X5,53394,27094,3
Mercedez Benz C class,19537,27075,2
Mercedez Benz C class,12021,36592,1
Audi A5,47070,21159,5
Audi A5,34926,32311,3
BMW X5,60618,10000,7
Mercedez Benz C class,87836,10000,5
Audi A5,75050,10000,6
Audi A5,124176,10000,7
BMW X5,33609,32045,2
Mercedez Benz C class,14604,40935,1
Mercedez Benz C class,76644,15392,5
Audi A5,70630,15275,4
BMW X5,34995,29660,3
BMW X5,120959,10000,10
Audi A5,34318,30100,2
BMW X5,60463,11587,5
BMW X5,17566,37978,2
Mercedez Benz C class,45208,26675,4
BMW X5,61830,23271,5
Mercedez Benz C class,145516,10000,10
BMW X5,59554,10000,6
BMW X5,12806,30888,1
Audi A5,78161,10000,9
BMW X5,70453,14413,6
Audi A5,17727,32226,2
BMW X5,89928,12245,8
Mercedez Benz C class,96972,10000,9
Audi A5,131400,10000,9
Mercedez Benz C class,50374,12594,5
Mercedez Benz C class,141771,10000,8
BMW X5,133038,10000,10
Mercedez Benz C class,99517,10000,10
Audi A5,65053,10000,7
Mercedez Benz C class,13467,31725,1
Audi A5,14473,42163,1
BMW X5,51281,25583,5
Audi A5,29636,35176,2
BMW X5,54144,23711,4
BMW X5,27016,37592,2
Mercedez Benz C class,99675,10000,6
Audi A5,110936,10594,7
Mercedez Benz C class,129913,10000,8
Audi A5,30869,34562,2
Audi A5,81180,11699,5
Audi A5,103805,18119,7
Audi A5,11703,33723,1
BMW X5,85157,16462,7
BMW X5,111246,16445,7
Audi A5,105835,10000,10
Mercedez Benz C class,149761,10000,9
Mercedez Benz C class,72989,19793,6
Mercedez Benz C class,129253,10000,10
Audi A5,77248,14010,9
BMW X5,71165,14853,5
Mercedez Benz C class,56786,10000,7
Audi A5,54735,16015,6
BMW X5,27994,31315,3
Audi A5,80339,10000,8
BMW X5,102835,16976,6
Mercedez Benz C class,77107,12118,6
Audi A5,88664,10000,10
BMW X5,95299,10000,8
BMW X5,108717,12250,8
BMW X5,106859,10000,8
Audi A5,21067,26904,2
BMW X5,14458,32367,1
Mercedez Benz C class,9550,38866,1
Mercedez Benz C class,89359,15687,7
Audi A5,91551,10000,7
Mercedez Benz C class,46489,32528,3
BMW X5,24267,28511,2
Audi A5,64245,10109,7
Mercedez Benz C class,41401,26788,3
Mercedez Benz C class,179223,10000,10
Mercedez Benz C class,24204,37081,2
Audi A5,160796,10000,9
Audi A5,90164,17389,7
Mercedez Benz C class,86829,10000,6
Mercedez Benz C class,53755,10814,5
BMW X5,102550,10000,10
Mercedez Benz C class,69888,28088,4
Audi A5,104977,10000,9
Audi A5,87249,10000,10
BMW X5,107728,10000,9
Mercedez Benz C class,79855,10000,5
Audi A5,78799,26603,5
BMW X5,86334,10000,9
BMW X5,9054,38563,1
Mercedez Benz C class,43642,26114,4
Audi A5,10330,40639,1
BMW X5,45178,33922,3
Audi A5,46304,27141,4
Audi A5,120254,10000,9
BMW X5,26618,39070,2
BMW X5,85607,10000,6
BMW X5,111516,10000,8
Mercedez Benz C class,81482,10000,10
Mercedez Benz C class,134902,10000,8
Mercedez Benz C class,90963,10000,9
BMW X5,27280,31503,2
BMW X5,76065,13138,5
Mercedez Benz C class,56383,20423,6
Mercedez Benz C class,81256,22857,6
Mercedez Benz C class,50116,25053,3
BMW X5,11658,37732,1
Mercedez Benz C class,120264,10000,10
BMW X5,88985,21293,5
Mercedez Benz C class,66995,15503,7
BMW X5,32007,30880,2
BMW X5,53010,11370,6
Audi A5,35262,29538,3
Mercedez Benz C class,78491,11964,6
Audi A5,16090,37684,1
BMW X5,83634,10000,7
Mercedez Benz C class,14231,33355,1
Audi A5,111198,10000,8
BMW X5,145297,10000,9
Audi A5,98163,10000,7
Audi A5,140213,10000,8
Mercedez Benz C class,52551,17571,5
BMW X5,58516,22089,4
Audi A5,8169,44678,1
BMW X5,37286,24579,4
Audi A5,55661,17594,5
BMW X5,72450,10000,6
BMW X5,17666,43169,1
Audi A5,27388,42090,2
BMW X5,72878,17134,5
Mercedez Benz C class,142240,10000,8
BMW X5,86833,23535,5
BMW X5,68444,24037,4
BMW X5,65791,16607,5
Mercedez Benz C class,27473,24576,3
Audi A5,95620,10000,7
Mercedez Benz C class,85912,10000,8
Audi A5,16602,31150,1
Audi A5,85939,10000,10
BMW X5,83101,10000,8
Mercedez Benz C class,99800,10000,8
BMW X5,96196,10000,6
Audi A5,34059,31805,2
BMW X5,8189,42504,1
Mercedez Benz C class,117222,10000,9
Mercedez Benz C class,8970,38126,1
Audi A5,86880,14185,7
Audi A5,155068,10000,10
Audi A5,95482,18224,6
BMW X5,149915,10000,10
BMW X5,88108,10000,8
BMW X5,108969,10000,9
BMW X5,53639,20650,4
Mercedez Benz C class,35027,31837,3
Audi A5,16312,34140,1
Mercedez Benz C class,19414,37533,2
Audi A5,48078,23677,4
Mercedez Benz C class,26256,30619,3
Audi A5,51354,26940,4
Mercedez Benz C class,45990,17869,3
BMW X5,68216,10000,8
BMW X5,159883,10000,10
Mercedez Benz C class,46591,17393,5
Mercedez Benz C class,55107,31959,4
BMW X5,48985,29988,4
Mercedez Benz C class,85681,10896,5
BMW X5,19603,38721,2
Mercedez Benz C class,31484,26212,3
Audi A5,71941,10000,7
BMW X5,175217,10000,10
Mercedez Benz C class,109648,10000,9
Audi A5,135074,10000,10
Mercedez Benz C class,68315,18994,4
BMW X5,70954,11404,5
Audi A5,118586,10000,9
Audi A5,83142,15560,6
BMW X5,49631,10000,6
Audi A5,44726,21986,5
BMW X5,60508,23087,5
Audi A5,36905,24076,4
Audi A5,87624,10000,6
Mercedez Benz C class,77434,11667,6
BMW X5,113860,10000,8
Mercedez Benz C class,128707,10000,8
Audi A5,57068,20021,5
BMW X5,69923,12762,6
Mercedez Benz C class,69089,10000,8
Mercedez Benz C class,49745,26036,5
Audi A5,120757,10480,7
Audi A5,30653,27768,2
Audi A5,63547,27236,4
Mercedez Benz C class,9082,44020,1
Audi A5,50496,32446,3
Mercedez Benz C class,99275,10000,9
Audi A5,104974,10000,8
Audi A5,52142,33616,3
BMW X5,39965,23481,3
Mercedez Benz C class,74370,11095,7
Mercedez Benz C class,157261,10000,10
BMW X5,67039,20037,4
BMW X5,97191,10000,10
Audi A5,40417,31245,4
BMW X5,67378,17444,4
Mercedez Benz C class,123017,10000,8
Audi A5,112656,10000,9
Mercedez Benz C class,51590,30416,3
Mercedez Benz C class,70097,18474,4
Audi A5,113914,10000,7
Mercedez Benz C class,8302,40872,1
Mercedez Benz C class,123577,10000,9
Mercedez Benz C class,67815,10000,6
Mercedez Benz C class,113922,10000,9
BMW X5,77286,18263,5
Mercedez Benz C class,8714,35214,1
Audi A5,77007,18228,5
BMW X5,132633,10000,10
Audi A5,70635,10000,7
Audi A5,64619,10000,7
BMW X5,46641,31980,4
BMW X5,28952,34651,2
Mercedez Benz C class,125548,10000,10
Mercedez Benz C class,75104,10000,9
Mercedez Benz C class,39016,24196,4
Mercedez Benz C class,53288,24382,5
BMW X5,60962,25469,5
Mercedez Benz C class,66735,10000,7
Audi A5,24568,25596,3
Mercedez Benz C class,13726,40770,1
BMW X5,125828,10000,9
Audi A5,60897,14989,5
Mercedez Benz C class,81026,10000,7
Audi A5,102715,10000,9
BMW X5,17118,30562,1
BMW X5,83418,10000,8
Mercedez Benz C class,8045,38377,1
BMW X5,70053,25519,6
Audi A5,75968,16603,5
Audi A5,114647,10000,8
BMW X5,22652,32148,2
Audi A5,32675,36683,2
BMW X5,55491,27990,4
Audi A5,56967,10000,7
Mercedez Benz C class,17584,41730,1
BMW X5,62128,24707,4
Audi A5,52783,19105,4
BMW X5,119385,10000,10
BMW X5,84582,10000,8
Audi A5,66618,20461,5
BMW X5,134582,10000,9
Audi A5,134496,10000,9
BMW X5,57943,22780,4
BMW X5,13975,38996,1
Mercedez Benz C class,34087,36463,2
Audi A5,33413,16751,4
BMW X5,154548,10000,9
Audi A5,127777,10000,8
Audi A5,111089,10000,9
BMW X5,12353,38878,1
BMW X5,106387,10000,8
BMW X5,84584,15057,6
Mercedez Benz C class,42167,14766,5
Audi A5,50643,23511,5
BMW X5,137347,10000,9
BMW X5,20271,36492,2
Audi A5,84571,10000,7
Audi A5,13129,37193,1
Mercedez Benz C class,63682,12447,5
Audi A5,57554,24904,6
Audi A5,77656,20247,6
Audi A5,65191,10000,8
Audi A5,20316,30004,2
Mercedez Benz C class,38555,21281,4
Mercedez Benz C class,92771,10000,8
BMW X5,94665,10000,8
Audi A5,91863,10000,8
Audi A5,127536,15230,9
BMW X5,28829,33752,3
Mercedez Benz C class,70467,17505,5
Mercedez Benz C class,104035,11858,6
